Class_Index,precision,recall,f1-score,support
9,0.68,0.7083333333333334,0.6938775510204082,48.0
31,0.875,0.5675675675675675,0.6885245901639344,37.0
80,0.7222222222222222,0.65,0.6842105263157895,40.0
5,0.5333333333333333,0.9302325581395349,0.6779661016949152,43.0
75,0.58,0.8055555555555556,0.6744186046511628,36.0
61,0.6071428571428571,0.7083333333333334,0.6538461538461539,48.0
79,0.7037037037037037,0.59375,0.6440677966101694,32.0
72,0.5227272727272727,0.8214285714285714,0.6388888888888888,28.0
35,0.6363636363636364,0.6222222222222222,0.6292134831460674,45.0
13,0.6923076923076923,0.5454545454545454,0.6101694915254238,33.0
33,0.5833333333333334,0.6363636363636364,0.6086956521739131,33.0
67,0.65625,0.525,0.5833333333333334,40.0
39,0.7727272727272727,0.4594594594594595,0.576271186440678,37.0
53,0.6875,0.4888888888888889,0.5714285714285714,45.0
85,0.5128205128205128,0.625,0.5633802816901409,32.0
3,0.4027777777777778,0.8285714285714286,0.5420560747663551,35.0
30,0.4153846153846154,0.7297297297297297,0.5294117647058824,37.0
42,0.625,0.4411764705882353,0.5172413793103449,34.0
68,0.5714285714285714,0.45714285714285713,0.5079365079365079,35.0
91,0.5217391304347826,0.4897959183673469,0.5052631578947369,49.0
45,0.5625,0.45,0.5,40.0
50,0.5,0.48717948717948717,0.4935064935064935,39.0
12,0.6521739130434783,0.39473684210526316,0.4918032786885246,38.0
78,1.0,0.32608695652173914,0.4918032786885246,46.0
90,0.5,0.4642857142857143,0.48148148148148145,28.0
60,0.6666666666666666,0.3673469387755102,0.47368421052631576,49.0
51,0.4222222222222222,0.5135135135135135,0.4634146341463415,37.0
97,0.7058823529411765,0.3333333333333333,0.4528301886792453,36.0
66,0.43333333333333335,0.4642857142857143,0.4482758620689655,28.0
59,0.36507936507936506,0.5609756097560976,0.4423076923076923,41.0
76,0.5333333333333333,0.37209302325581395,0.4383561643835616,43.0
20,0.37777777777777777,0.5151515151515151,0.4358974358974359,33.0
74,0.45161290322580644,0.4117647058823529,0.4307692307692308,34.0
92,0.4827586206896552,0.3684210526315789,0.417910447761194,38.0
44,0.40625,0.41935483870967744,0.4126984126984127,31.0
58,0.37254901960784315,0.4318181818181818,0.4,44.0
46,0.38461538461538464,0.40540540540540543,0.39473684210526316,37.0
38,0.3275862068965517,0.4634146341463415,0.3838383838383838,41.0
34,0.5,0.30303030303030304,0.37735849056603776,33.0
7,0.3333333333333333,0.42857142857142855,0.375,35.0
36,0.37037037037037035,0.35714285714285715,0.36363636363636365,28.0
1,0.2571428571428571,0.5625,0.35294117647058826,32.0
54,0.27586206896551724,0.47058823529411764,0.34782608695652173,34.0
28,0.37142857142857144,0.325,0.3466666666666667,40.0
55,0.43478260869565216,0.2857142857142857,0.3448275862068966,35.0
89,0.35294117647058826,0.3076923076923077,0.3287671232876712,39.0
4,0.4666666666666667,0.22580645161290322,0.30434782608695654,31.0
77,0.5294117647058824,0.20930232558139536,0.3,43.0
32,0.5,0.20512820512820512,0.2909090909090909,39.0
71,0.32,0.26666666666666666,0.2909090909090909,30.0
2,0.22535211267605634,0.3902439024390244,0.2857142857142857,41.0
57,0.2564102564102564,0.30303030303030304,0.2777777777777778,33.0
17,0.36363636363636365,0.21621621621621623,0.2711864406779661,37.0
23,0.3142857142857143,0.22448979591836735,0.2619047619047619,49.0
22,0.20454545454545456,0.25,0.225,36.0
100,0.45454545454545453,0.1388888888888889,0.2127659574468085,36.0
98,0.2608695652173913,0.17142857142857143,0.20689655172413793,35.0
0,0.17391304347826086,0.18181818181818182,0.17777777777777778,44.0
14,0.23529411764705882,0.13333333333333333,0.1702127659574468,30.0
83,0.20833333333333334,0.1282051282051282,0.15873015873015872,39.0
16,0.2777777777777778,0.10204081632653061,0.14925373134328357,49.0
37,0.14285714285714285,0.14705882352941177,0.14492753623188406,34.0
69,0.12121212121212122,0.14285714285714285,0.13114754098360656,28.0
47,0.0,0.0,0.0,38.0
19,0.0,0.0,0.0,36.0
