Class_Index,precision,recall,f1-score,support
11,1.0,1.0,1.0,40.0
43,0.9574468085106383,0.9782608695652174,0.967741935483871,46.0
25,0.88,0.9777777777777777,0.9263157894736842,45.0
8,0.8974358974358975,0.9459459459459459,0.9210526315789473,37.0
15,0.9047619047619048,0.8837209302325582,0.8941176470588236,43.0
64,0.972972972972973,0.8181818181818182,0.8888888888888888,44.0
87,0.8571428571428571,0.9090909090909091,0.8823529411764706,33.0
56,0.8378378378378378,0.8378378378378378,0.8378378378378378,37.0
70,0.7906976744186046,0.8717948717948718,0.8292682926829268,39.0
41,0.7419354838709677,0.9387755102040817,0.8288288288288288,49.0
52,0.8387096774193549,0.7878787878787878,0.8125,33.0
27,0.8,0.8235294117647058,0.8115942028985508,34.0
24,0.7777777777777778,0.8484848484848485,0.8115942028985508,33.0
94,0.7222222222222222,0.9069767441860465,0.8041237113402062,43.0
49,0.9230769230769231,0.7058823529411765,0.8,34.0
62,0.9375,0.6976744186046512,0.8,43.0
84,0.7857142857142857,0.8048780487804879,0.7951807228915663,41.0
65,0.78125,0.8064516129032258,0.7936507936507936,31.0
81,0.84,0.75,0.7924528301886793,28.0
86,0.7567567567567568,0.8235294117647058,0.7887323943661971,34.0
63,0.9047619047619048,0.6785714285714286,0.7755102040816326,28.0
6,0.8378378378378378,0.7209302325581395,0.775,43.0
40,0.6888888888888889,0.8857142857142857,0.775,35.0
95,0.6756756756756757,0.8928571428571429,0.7692307692307693,28.0
73,0.6792452830188679,0.8780487804878049,0.7659574468085106,41.0
21,0.660377358490566,0.8974358974358975,0.7608695652173914,39.0
99,0.640625,0.9111111111111111,0.7522935779816514,45.0
93,0.6585365853658537,0.84375,0.7397260273972602,32.0
29,0.78125,0.6944444444444444,0.7352941176470589,36.0
88,0.7209302325581395,0.7380952380952381,0.7294117647058823,42.0
26,0.589041095890411,0.9555555555555556,0.7288135593220338,45.0
10,0.8571428571428571,0.631578947368421,0.7272727272727273,38.0
18,0.6153846153846154,0.8571428571428571,0.7164179104477612,28.0
82,0.5660377358490566,0.967741935483871,0.7142857142857143,31.0
96,0.6944444444444444,0.7142857142857143,0.704225352112676,35.0
48,0.9523809523809523,0.5555555555555556,0.7017543859649122,36.0
