Class_Index,precision,recall,f1-score,support
96,0.4423076923076923,0.6571428571428571,0.5287356321839081,35.0
92,0.45098039215686275,0.6052631578947368,0.5168539325842697,38.0
27,0.5714285714285714,0.47058823529411764,0.5161290322580645,34.0
23,0.43859649122807015,0.5102040816326531,0.4716981132075472,49.0
75,0.36363636363636365,0.6666666666666666,0.47058823529411764,36.0
64,0.75,0.3409090909090909,0.46875,44.0
50,0.6,0.38461538461538464,0.46875,39.0
33,0.631578947368421,0.36363636363636365,0.46153846153846156,33.0
4,0.42857142857142855,0.4838709677419355,0.45454545454545453,31.0
13,0.4827586206896552,0.42424242424242425,0.45161290322580644,33.0
42,0.4827586206896552,0.4117647058823529,0.4444444444444444,34.0
79,0.4166666666666667,0.46875,0.4411764705882353,32.0
12,0.5909090909090909,0.34210526315789475,0.43333333333333335,38.0
68,0.39473684210526316,0.42857142857142855,0.410958904109589,35.0
45,0.3953488372093023,0.425,0.40963855421686746,40.0
28,0.3333333333333333,0.525,0.4077669902912621,40.0
22,0.37209302325581395,0.4444444444444444,0.4050632911392405,36.0
91,0.45,0.3673469387755102,0.4044943820224719,49.0
89,0.3902439024390244,0.41025641025641024,0.4,39.0
39,0.46153846153846156,0.32432432432432434,0.38095238095238093,37.0
38,0.2708333333333333,0.6341463414634146,0.3795620437956204,41.0
1,0.2978723404255319,0.4375,0.35443037974683544,32.0
2,0.358974358974359,0.34146341463414637,0.35,41.0
32,0.4583333333333333,0.28205128205128205,0.3492063492063492,39.0
58,0.3333333333333333,0.36363636363636365,0.34782608695652173,44.0
34,0.4,0.30303030303030304,0.3448275862068966,33.0
78,0.32653061224489793,0.34782608695652173,0.3368421052631579,46.0
97,0.5,0.25,0.3333333333333333,36.0
7,0.4,0.2857142857142857,0.3333333333333333,35.0
76,0.3333333333333333,0.32558139534883723,0.32941176470588235,43.0
36,0.38095238095238093,0.2857142857142857,0.32653061224489793,28.0
59,0.3333333333333333,0.3170731707317073,0.325,41.0
44,0.38095238095238093,0.25806451612903225,0.3076923076923077,31.0
31,0.7,0.1891891891891892,0.2978723404255319,37.0
66,0.3333333333333333,0.25,0.2857142857142857,28.0
3,0.2564102564102564,0.2857142857142857,0.2702702702702703,35.0
17,0.21311475409836064,0.35135135135135137,0.2653061224489796,37.0
83,0.3103448275862069,0.23076923076923078,0.2647058823529412,39.0
98,0.3888888888888889,0.2,0.2641509433962264,35.0
54,0.23684210526315788,0.2647058823529412,0.25,34.0
0,0.21818181818181817,0.2727272727272727,0.24242424242424243,44.0
19,0.25,0.2222222222222222,0.23529411764705882,36.0
71,0.38461538461538464,0.16666666666666666,0.23255813953488372,30.0
77,0.3684210526315789,0.16279069767441862,0.22580645161290322,43.0
46,0.5555555555555556,0.13513513513513514,0.21739130434782608,37.0
90,0.21428571428571427,0.21428571428571427,0.21428571428571427,28.0
74,0.1951219512195122,0.23529411764705882,0.21333333333333335,34.0
20,0.15,0.2727272727272727,0.1935483870967742,33.0
60,0.2222222222222222,0.16326530612244897,0.18823529411764706,49.0
57,0.20833333333333334,0.15151515151515152,0.17543859649122806,33.0
14,0.2222222222222222,0.13333333333333333,0.16666666666666666,30.0
69,0.12244897959183673,0.21428571428571427,0.15584415584415584,28.0
55,0.16666666666666666,0.14285714285714285,0.15384615384615385,35.0
16,0.14285714285714285,0.12244897959183673,0.13186813186813187,49.0
47,0.15384615384615385,0.10526315789473684,0.125,38.0
37,0.0,0.0,0.0,34.0
100,0.0,0.0,0.0,36.0
